node_id x y z rotation_angle_xaxis rotation_angle_yaxis rotation_angle_zaxis morphology model_processing model_name model_type
52 -41.18190311577056 62.82171750521469 -20.19277535100794 0.0 2.062148431622756 0.0796931365465172 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
53 5.8275946461962205 -38.36209369316673 30.134798477223818 0.0 0.794750852882145 3.010593843189893 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
54 39.73579609064644 65.70038023407471 18.80885150197096 0.0 1.3079862825584856 3.869867803260867 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
55 -41.27439894414192 -42.38862566823135 10.36308248689072 0.0 3.3216045694874086 4.190248094536107 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
56 -39.91584461290862 90.40120665809071 -26.353988174710754 0.0 0.9071490204991902 0.8745818264322548 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
57 -45.17776781481448 99.46948397064136 5.604828955458327 0.0 0.8884476051467565 3.995696688447089 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
58 28.919449647193087 -39.05348186742265 6.551758320189972 0.0 0.9653318585844465 4.694360296924449 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
59 -21.41787501958725 -32.680012481298 41.34725527299603 0.0 4.639563865870109 4.822462662300877 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
60 32.26870809521633 -23.336957411679144 6.5838771088421835 0.0 2.604721373217576 2.3026112078897976 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
61 35.65046454979128 32.62237518320123 -34.938467049814726 0.0 1.250829669084946 1.8501797387803087 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
62 -12.614710970557592 -3.6123985939377903 6.431860572466844 0.0 2.5063001791754993 0.9091264509729144 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
63 49.0554105278456 -68.42853364717864 -0.8226396640687871 0.0 5.327607561792385 4.288524463307619 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
64 -34.90659748898428 23.407773603747476 5.437280165259285 0.0 1.9827550406510699 1.1546501909046312 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
65 -33.31999621411073 -43.93219163098048 18.634984721967708 0.0 4.233206130131024 5.0389471153885115 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
66 -12.908671053401795 -60.68654933944596 48.111567460531994 0.0 3.31830349399203 0.5664201520310198 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
67 -25.52928753417605 74.20417050525387 2.708354212414512 0.0 5.3513625454117815 1.6589194140193038 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
68 -21.384661392200005 -30.184399577984628 -0.4213745984070101 0.0 5.520290336771291 3.8428981872338124 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
69 42.46195370534394 45.13337343142447 -13.8017243668996 0.0 5.039437261481717 4.309089440918308 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
70 1.7597064605299904 23.6811390896614 23.135118057461586 0.0 3.9194250879028627 0.707988698171793 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
71 41.97617504518297 91.10013330295152 10.73768327157059 0.0 6.039864330901611 1.0089890873748548 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
72 15.633228461124467 14.62306574721274 -17.60202597425758 0.0 4.550996867197109 5.021342236800075 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
73 -5.5418717888344515 -44.1851076048067 26.183198488518702 0.0 4.858020016771604 5.695100105400314 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
74 32.30777700048333 -31.76959636075133 -28.22853090824946 0.0 4.559186628667638 1.3361447387732532 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
75 -43.29049385467782 -22.29349564614874 4.580945669306632 0.0 2.9000520362903512 5.844065866555947 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
76 -28.552854669878574 -44.18140073315945 -23.194743620877606 0.0 1.011213401955129 0.15089346436629922 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
77 -23.42164499482732 -30.18480487591809 -5.941152542545212 0.0 3.8473932321346425 0.12126325511270493 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
78 2.1662192721423903 19.126501815824973 23.570242366651506 0.0 2.1516187768935313 6.1484613082011075 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
79 29.630818937639898 43.37304346059411 -10.849204018739444 0.0 2.1914284666943753 4.1571326393609205 components/morphologies/Scnn1a_473845048_m.swc aibs_perisomatic Scnn1a biophysical
80 11.290131190825532 108.66896805266023 6.166353247937911 0.0 5.780580195654035 4.135996534694932 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
81 -35.763102506727044 -18.882829942851163 -15.72396310976813 0.0 5.33567835267526 0.7521734141200642 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
82 21.622693299207704 -5.6450830408699115 -13.704842169772359 0.0 0.9036475294806121 2.681059521551819 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
83 27.15007217737336 -80.35104102370133 29.37916809277862 0.0 2.9693139016977925 1.158957323464204 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
84 28.652379398810794 -40.28516961676419 -27.992466249166498 0.0 2.0559117496334918 0.10889265744820048 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
85 7.404504825349093 4.286402782615442 -0.2666044399522538 0.0 4.052627997030642 2.1460190259617122 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
86 23.092290540901555 27.97275926017592 -8.388022583070756 0.0 1.0347465940585199 4.302000892739127 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
87 21.642305757712997 -10.837825668310138 25.67307908695297 0.0 5.4786543960343455 3.1817916704059037 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
88 -36.3347374831815 27.405749793928948 -8.551126899958536 0.0 4.588192872511656 4.635880133506104 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
89 30.338599464341446 -32.4319180842998 36.316995651239026 0.0 4.937953531139223 2.52905172784948 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
90 -42.1815952529308 8.609500753255297 -7.699953367585297 0.0 2.1027979850128786 4.180165568303373 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
91 -30.266124712633182 36.25460791050891 24.95214441208127 0.0 3.321516419044499 3.891968430971332 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
92 42.882412700340396 -48.946417645946795 -3.403388647485984 0.0 6.235377064714966 1.3129387708012792 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
93 -21.45635681990491 16.52749834303943 42.280236576931166 0.0 3.633368079511034 4.274675351957417 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
94 32.81067951979626 53.59856954147454 10.365637580056607 0.0 2.9966091083263957 1.3776313570823993 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
95 -38.49926640882595 79.58069693352043 13.764633533641131 0.0 2.547222567561656 3.1804698341539313 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
96 -36.779399097673654 50.63509953943685 -12.85684065345882 0.0 1.5727913309668264 2.7539136403310547 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
97 -0.21577369992227952 28.769761580506717 13.859614207054364 0.0 3.42676499805886 3.6748667772163564 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
98 35.87836567889921 -80.7862130312998 11.017521533447411 0.0 0.2810402858148427 3.6957345977100675 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
99 -27.033734985077825 17.201441785857355 14.162299359368355 0.0 1.3678561440172592 4.784700409405062 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
100 -23.601283743839897 -27.001961922434546 24.016828691405852 0.0 2.858855065247669 2.3151180684037813 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
101 -7.912157511887873 90.46156407328769 38.9940360225639 0.0 4.136944343796545 3.410658385762385 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
102 34.82147089290583 -3.8837840464568707 0.8286932578817764 0.0 3.910085227406495 4.072670533298163 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
103 -19.415719317950416 -67.84381064529742 -2.2900507893984865 0.0 4.038617694410247 4.425255977515087 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
104 15.232719321216065 71.75263704084762 -32.2376967365877 0.0 4.674612187652027 0.7290325830131182 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
105 -32.01235340461471 108.75949168236377 -23.216089631658 0.0 5.272393503627313 0.449369002737933 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
106 -41.42291639967945 -69.69731866438208 -7.334869706732884 0.0 3.266851875137282 5.570758327342137 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
107 4.431623474441451 60.61192713259479 24.107615044241594 0.0 3.055264553967912 2.421238942218832 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
108 -41.298815902318424 16.829702851508547 5.9377249196648805 0.0 1.6546247225960204 3.263865477893401 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
109 7.064138738231162 46.66916674346985 13.675565996824933 0.0 0.39437549106073155 3.4198024071856463 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
110 0.5291834635063644 24.534595362702074 -15.82604472157602 0.0 2.4672299152761012 5.2627478328069035 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
111 -5.679155694859981 -25.60634340834421 -30.171613942502702 0.0 1.8943500526355825 5.746772834044712 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
112 32.22591505227674 -47.066854592037416 36.183962414415 0.0 2.266563612144835 4.356132876367756 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
113 6.687298805024973 87.62367859618855 -35.64084109966845 0.0 0.5751561971652245 2.3182166227949152 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
114 -9.786998194922932 96.56299129718836 1.528242637953724 0.0 1.5500058436655395 0.2714147014715254 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
115 -24.106968709106177 56.359894932078035 -40.077715790538434 0.0 0.6801608686838663 4.359760256366364 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
116 45.285097951396196 59.707558100581274 -8.25266108951982 0.0 1.6612783013687438 0.6722527396249701 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
117 31.90826013259693 -0.22998613942471735 23.83140874295313 0.0 5.369960678893217 2.564404342898929 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
118 26.52729410404032 81.3104367295604 -16.20530029644835 0.0 3.8243119607662974 5.976796154421185 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
119 39.65925561519396 13.416881243792847 -20.924761977555878 0.0 0.4712030963927089 0.6823177740230819 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
120 7.044713579120297 -69.1595446985975 20.155221986805604 0.0 2.473554788219909 0.7459725461185354 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
121 -13.05770482517873 3.241101835312623 40.709002738818825 0.0 0.2281664185869843 2.1034367683596047 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
122 29.355376105154686 -32.91215602910161 17.834317821925318 0.0 0.2970210258413942 4.441065582807198 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
123 -45.582185242566496 -42.879443830996294 3.090987547783869 0.0 3.914107223232395 5.000152201039126 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
124 5.695606647109644 -39.49374353766076 -29.289599416329782 0.0 5.142249693737936 2.3985243712550632 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
125 17.92887539256233 109.73618849411035 33.00212082010352 0.0 5.114961600171229 2.772683935652493 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
126 -12.470188167126926 59.26909985856946 32.81890636331051 0.0 3.896836962942168 3.0376969091203 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
127 -15.2300649657502 -38.196729189248224 -32.83759972052245 0.0 2.119239889012338 2.1071994546330615 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
128 -7.065272405347381 -23.61534035958691 5.06815020444759 0.0 3.6835648024963543 5.8940948067562315 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
129 42.187247223335525 -38.33547076081979 -1.9161219722830845 0.0 5.073657083457628 3.377280805760126 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
130 -47.43486853512818 -1.515725833260726 13.803644156646477 0.0 4.459509183839846 1.1564341995077159 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
131 -14.582687401467428 -22.704081884759887 36.33665134414135 0.0 3.309065854283261 2.076123363309981 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
132 17.302991348428815 1.9708087885797951 35.50909742650437 0.0 0.3405786707569083 1.3553403282755143 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
133 -42.34670473269802 21.69071133223971 -25.834041729610707 0.0 1.7952961964733822 5.6576702993611985 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
134 33.16741403805067 -47.00335782272437 -4.696653637667638 0.0 4.871063065888276 1.9003775846466626 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
135 31.236821624809146 81.4159522739136 -3.4846366733884873 0.0 3.209539678982168 3.7928741479789876 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
136 42.56356013030985 -20.784197066813523 -19.396653205817298 0.0 4.04695017963912 6.0203346006208065 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
137 -25.68110207699603 2.599971395927172 -37.89774354388306 0.0 5.2487073475617105 6.096356492361524 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
138 28.859223647373952 83.11070402376629 21.738612376859393 0.0 0.8273834573170428 3.232616380958323 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
139 -31.427928028082384 -13.333711718518924 -18.974311925436552 0.0 4.785771297291094 1.4230051063838984 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
140 -39.72295382123085 53.507229933725334 29.41636835396486 0.0 0.2632308606865771 1.2992672638439962 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
141 37.83012935797283 11.270838380364436 -28.347361108393926 0.0 5.9295731574129595 0.27341472587740717 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
142 -22.799863500984106 15.27521649130649 17.098147155652573 0.0 1.4862799057676161 0.7642205745843522 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
143 43.514362542756714 -46.681133782075044 -6.878813632543297 0.0 1.4725506935245112 5.7187191233026935 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
144 8.868939806115659 105.51031034395332 -6.343384614622712 0.0 2.4116229571887464 0.7571977642509253 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
145 14.724364590891529 49.82206779644613 46.01232936692406 0.0 1.5562047704371458 0.005394272021718104 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
146 2.8164674394627403 -15.593905558480689 41.627164857314234 0.0 2.4767691498404445 3.5219858916003055 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
147 7.781434926193375 -8.023804304531232 11.401902221950877 0.0 1.332278501386702 6.18762654501386 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
148 -1.7215179921946324 -17.290121903727858 25.304882283007384 0.0 0.6417123235918776 4.5428380140055955 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
149 -6.889845718118486 -5.733112906518354 -37.43402786721602 0.0 4.362029723645178 4.007962109058155 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
150 -7.2249813537728125 81.58584448045391 -24.68110667969967 0.0 0.5061358794897536 5.434237690175709 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
151 10.83018846061161 -27.378512403185503 -33.50324836655209 0.0 1.460130159201037 5.383410728198502 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
152 -24.411932396563515 67.67189800841948 13.434197600660802 0.0 3.499205861540246 2.90035381720999 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
153 26.037726209857777 105.21412484581843 21.75910367146029 0.0 0.7483116183014406 2.5306444067014393 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
154 -11.15449917225937 52.90856799770093 7.076084276576067 0.0 4.518783411417654 1.1802130576103476 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
155 32.35980276818506 50.90117242226889 10.125021127262702 0.0 0.880161180059425 3.670654217145248 components/morphologies/Rorb_325404214_m.swc aibs_perisomatic Rorb biophysical
